"lakename","year4","daynum","sampledate","depth","depth_id","DIC_mg","doc","absorbance","tpc"
"Tuesday Lake",1990,234,1990-08-22,"Metalimnion",-2,NA,10.24,NA,0.67
"Tuesday Lake",1990,234,1990-08-22,"Epilimnion",-1,NA,7.88,NA,0.78
"East Long Lake",1990,236,1990-08-24,"Epilimnion",-1,NA,7.38,NA,0.45
"West Long Lake",1990,236,1990-08-24,"Epilimnion",-1,NA,7,NA,0.45
"Paul Lake",1990,239,1990-08-27,"Metalimnion",-2,NA,4.2,NA,0.84
"Paul Lake",1990,239,1990-08-27,"Epilimnion",-1,NA,4.68,NA,0.52
"Peter Lake",1990,240,1990-08-28,"Metalimnion",-2,NA,5.59,NA,0.94
"Peter Lake",1990,240,1990-08-28,"Epilimnion",-1,NA,4.94,NA,0.5
"Tuesday Lake",1990,241,1990-08-29,"Metalimnion",-2,NA,8.37,NA,0.76
"Tuesday Lake",1990,241,1990-08-29,"Epilimnion",-1,NA,8.37,NA,0.65
"Paul Lake",1990,247,1990-09-04,"Metalimnion",-2,NA,4.37,NA,0.54
"Paul Lake",1990,247,1990-09-04,"Epilimnion",-1,NA,4.8,NA,0.8
"Peter Lake",1990,248,1990-09-05,"Metalimnion",-2,NA,4.34,NA,0.85
"Peter Lake",1990,248,1990-09-05,"Epilimnion",-1,NA,4.58,NA,0.55
"Tuesday Lake",1990,249,1990-09-06,"Metalimnion",-2,NA,8.9,NA,0.64
"Tuesday Lake",1990,249,1990-09-06,"Epilimnion",-1,NA,8.15,NA,0.48
"East Long Lake",1990,250,1990-09-07,"Epilimnion",-1,NA,7.05,NA,0.52
"West Long Lake",1990,250,1990-09-07,"Epilimnion",-1,NA,6.96,NA,0.44
"Paul Lake",1990,252,1990-09-09,"Metalimnion",-2,NA,4.18,NA,0.53
"Paul Lake",1990,252,1990-09-09,"Epilimnion",-1,NA,4.45,NA,0.54
"Peter Lake",1990,253,1990-09-10,"Metalimnion",-2,NA,4.35,NA,0.71
"Peter Lake",1990,253,1990-09-10,"Epilimnion",-1,NA,4.43,NA,0.56
"Tuesday Lake",1990,254,1990-09-11,"Metalimnion",-2,NA,8.6,NA,0.6
"Tuesday Lake",1990,254,1990-09-11,"Epilimnion",-1,NA,8.36,NA,0.53
"Peter Lake",1991,140,1991-05-20,"Metalimnion",-2,NA,4.5,NA,0.86
"Peter Lake",1991,140,1991-05-20,"Epilimnion",-1,NA,5.3,NA,0.45
"Paul Lake",1991,142,1991-05-22,"Metalimnion",-2,NA,3.85,NA,1.07
"Paul Lake",1991,142,1991-05-22,"Epilimnion",-1,NA,12.99,NA,0.86
"Paul Lake",1991,147,1991-05-27,"Metalimnion",-2,NA,3.94,NA,0.96
"Paul Lake",1991,147,1991-05-27,"Epilimnion",-1,NA,5,NA,0.47
"Peter Lake",1991,147,1991-05-27,"Metalimnion",-2,NA,3.95,NA,0.89
"Peter Lake",1991,147,1991-05-27,"Epilimnion",-1,NA,4.29,NA,0.48
"East Long Lake",1991,148,1991-05-28,"Metalimnion",-2,NA,7.9,NA,0.56
"East Long Lake",1991,148,1991-05-28,"Epilimnion",-1,NA,9.08,NA,0.62
"West Long Lake",1991,148,1991-05-28,"Metalimnion",-2,NA,7.18,NA,0.65
"West Long Lake",1991,148,1991-05-28,"Epilimnion",-1,NA,8.65,NA,0.57
"Paul Lake",1991,161,1991-06-10,"Metalimnion",-2,NA,3.9,NA,0.77
"Paul Lake",1991,161,1991-06-10,"Epilimnion",-1,NA,5.67,NA,0.9
"Peter Lake",1991,161,1991-06-10,"Metalimnion",-2,NA,4.28,NA,0.61
"Peter Lake",1991,161,1991-06-10,"Epilimnion",-1,NA,4.88,NA,0.66
"East Long Lake",1991,162,1991-06-11,"Metalimnion",-2,NA,10.03,NA,0.88
"East Long Lake",1991,162,1991-06-11,"Epilimnion",-1,NA,12.33,NA,1.21
"West Long Lake",1991,162,1991-06-11,"Metalimnion",-2,NA,8.4,NA,0.56
"West Long Lake",1991,162,1991-06-11,"Epilimnion",-1,NA,9.45,NA,0.95
"Paul Lake",1991,175,1991-06-24,"Metalimnion",-2,NA,4.03,NA,0.79
"Paul Lake",1991,175,1991-06-24,"Epilimnion",-1,NA,4.94,NA,0.68
"Peter Lake",1991,175,1991-06-24,"Metalimnion",-2,NA,4.35,NA,0.61
"Peter Lake",1991,175,1991-06-24,"Epilimnion",-1,NA,4.72,NA,0.6
"East Long Lake",1991,176,1991-06-25,"Metalimnion",-2,NA,8.62,NA,0.68
"East Long Lake",1991,176,1991-06-25,"Epilimnion",-1,NA,11.43,NA,1.28
"West Long Lake",1991,176,1991-06-25,"Metalimnion",-2,NA,8.91,NA,0.77
"West Long Lake",1991,176,1991-06-25,"Epilimnion",-1,NA,8.98,NA,0.64
"Paul Lake",1991,189,1991-07-08,"Metalimnion",-2,NA,4.45,NA,0.81
"Paul Lake",1991,189,1991-07-08,"Epilimnion",-1,NA,5.02,NA,0.5
"Peter Lake",1991,189,1991-07-08,"Metalimnion",-2,NA,4.32,NA,0.42
"Peter Lake",1991,189,1991-07-08,"Epilimnion",-1,NA,4.73,NA,0.5
"East Long Lake",1991,190,1991-07-09,"Metalimnion",-2,NA,8.3,NA,0.55
"East Long Lake",1991,190,1991-07-09,"Epilimnion",-1,NA,12.39,NA,0.94
"West Long Lake",1991,190,1991-07-09,"Metalimnion",-2,NA,8.24,NA,0.49
"West Long Lake",1991,190,1991-07-09,"Epilimnion",-1,NA,10.22,NA,0.44
"Paul Lake",1991,203,1991-07-22,"Metalimnion",-2,NA,4.25,NA,0.74
"Paul Lake",1991,203,1991-07-22,"Epilimnion",-1,NA,5.02,NA,0.46
"Peter Lake",1991,203,1991-07-22,"Metalimnion",-2,NA,4.16,NA,0.39
"Peter Lake",1991,203,1991-07-22,"Epilimnion",-1,NA,5.18,NA,0.55
"East Long Lake",1991,204,1991-07-23,"Metalimnion",-2,NA,8.46,NA,1.95
"East Long Lake",1991,204,1991-07-23,"Epilimnion",-1,NA,11.24,NA,0.88
"West Long Lake",1991,204,1991-07-23,"Metalimnion",-2,NA,7.34,NA,0.89
"West Long Lake",1991,204,1991-07-23,"Epilimnion",-1,NA,9.12,NA,0.75
"Paul Lake",1991,217,1991-08-05,"Metalimnion",-2,NA,4.39,NA,0.75
"Paul Lake",1991,217,1991-08-05,"Epilimnion",-1,NA,4.94,NA,0.5
"Peter Lake",1991,217,1991-08-05,"Metalimnion",-2,NA,5.43,NA,0.35
"Peter Lake",1991,217,1991-08-05,"Epilimnion",-1,NA,4.76,NA,0.48
"East Long Lake",1991,218,1991-08-06,"Metalimnion",-2,NA,9.26,NA,0.7
"East Long Lake",1991,218,1991-08-06,"Epilimnion",-1,NA,10.56,NA,0.57
"West Long Lake",1991,218,1991-08-06,"Metalimnion",-2,NA,7.84,NA,0.49
"West Long Lake",1991,218,1991-08-06,"Epilimnion",-1,NA,9.13,NA,0.42
"Paul Lake",1991,231,1991-08-19,"Metalimnion",-2,NA,4.75,NA,0.89
"Paul Lake",1991,231,1991-08-19,"Epilimnion",-1,NA,5.5,NA,1.23
"Peter Lake",1991,231,1991-08-19,"Metalimnion",-2,NA,4.7,NA,0.61
"Peter Lake",1991,231,1991-08-19,"Epilimnion",-1,NA,5.07,NA,0.7
"East Long Lake",1991,232,1991-08-20,"Metalimnion",-2,NA,8.47,NA,0.75
"East Long Lake",1991,232,1991-08-20,"Epilimnion",-1,NA,10.45,NA,0.82
"West Long Lake",1991,232,1991-08-20,"Metalimnion",-2,NA,7.53,NA,0.94
"West Long Lake",1991,232,1991-08-20,"Epilimnion",-1,NA,9.15,NA,0.89
"Paul Lake",1991,245,1991-09-02,"Metalimnion",-2,NA,4.82,NA,0.7
"Paul Lake",1991,245,1991-09-02,"Epilimnion",-1,NA,5.05,NA,0.65
"Peter Lake",1991,245,1991-09-02,"Metalimnion",-2,NA,4.49,NA,0.32
"Peter Lake",1991,245,1991-09-02,"Epilimnion",-1,NA,4.8,NA,0.28
"East Long Lake",1991,246,1991-09-03,"Metalimnion",-2,NA,8.27,NA,0.64
"East Long Lake",1991,246,1991-09-03,"Epilimnion",-1,NA,10.03,NA,0.54
"West Long Lake",1991,246,1991-09-03,"Metalimnion",-2,NA,6.95,NA,0.98
"West Long Lake",1991,246,1991-09-03,"Epilimnion",-1,NA,8.46,NA,0.5
"Paul Lake",1992,138,1992-05-17,"Metalimnion",-2,NA,5.5,NA,0.72
"Paul Lake",1992,138,1992-05-17,"Epilimnion",-1,NA,7.88,NA,0.62
"Peter Lake",1992,138,1992-05-17,"Metalimnion",-2,NA,5.62,NA,1.13
"Peter Lake",1992,138,1992-05-17,"Epilimnion",-1,NA,5.38,NA,0.61
"East Long Lake",1992,140,1992-05-19,"Metalimnion",-2,NA,13.35,NA,0.4
"East Long Lake",1992,140,1992-05-19,"Epilimnion",-1,NA,12.7,NA,0.67
"West Long Lake",1992,140,1992-05-19,"Metalimnion",-2,NA,7.16,NA,0.5
"West Long Lake",1992,140,1992-05-19,"Epilimnion",-1,NA,6.91,NA,0.79
"Paul Lake",1992,152,1992-05-31,"Metalimnion",-2,NA,7.74,NA,0.46
"Paul Lake",1992,152,1992-05-31,"Epilimnion",-1,NA,5.19,NA,0.33
"Peter Lake",1992,152,1992-05-31,"Metalimnion",-2,NA,5.67,NA,0.67
"Peter Lake",1992,152,1992-05-31,"Epilimnion",-1,NA,6.16,NA,0.7
"East Long Lake",1992,154,1992-06-02,"Metalimnion",-2,NA,12.2,NA,0.49
"East Long Lake",1992,154,1992-06-02,"Epilimnion",-1,NA,13.03,NA,1.02
"West Long Lake",1992,154,1992-06-02,"Metalimnion",-2,NA,7.56,NA,0.82
"West Long Lake",1992,154,1992-06-02,"Epilimnion",-1,NA,7.99,NA,0.48
"Paul Lake",1992,167,1992-06-15,"Metalimnion",-2,NA,4.76,NA,0.66
"Paul Lake",1992,167,1992-06-15,"Epilimnion",-1,NA,5.58,NA,0.62
"Peter Lake",1992,167,1992-06-15,"Metalimnion",-2,NA,5.28,NA,0.72
"Peter Lake",1992,167,1992-06-15,"Epilimnion",-1,NA,5.7,NA,0.64
"East Long Lake",1992,168,1992-06-16,"Metalimnion",-2,NA,12.4,NA,0.89
"East Long Lake",1992,168,1992-06-16,"Epilimnion",-1,NA,12.73,NA,0.91
"West Long Lake",1992,168,1992-06-16,"Metalimnion",-2,NA,7.27,NA,0.46
"West Long Lake",1992,168,1992-06-16,"Epilimnion",-1,NA,7.75,NA,0.45
"Paul Lake",1992,181,1992-06-29,"Metalimnion",-2,NA,4.79,NA,0.48
"Paul Lake",1992,181,1992-06-29,"Epilimnion",-1,NA,5.72,NA,0.62
"Peter Lake",1992,181,1992-06-29,"Metalimnion",-2,NA,5.72,NA,0.5
"Peter Lake",1992,181,1992-06-29,"Epilimnion",-1,NA,6.11,NA,0.62
"East Long Lake",1992,182,1992-06-30,"Metalimnion",-2,NA,11.74,NA,1.15
"East Long Lake",1992,182,1992-06-30,"Epilimnion",-1,NA,12.02,NA,0.74
"West Long Lake",1992,182,1992-06-30,"Metalimnion",-2,NA,7.72,NA,0.56
"West Long Lake",1992,182,1992-06-30,"Epilimnion",-1,NA,7.86,NA,0.35
"Paul Lake",1992,195,1992-07-13,"Metalimnion",-2,NA,5.34,NA,0.58
"Paul Lake",1992,195,1992-07-13,"Epilimnion",-1,NA,5.92,NA,0.7
"Peter Lake",1992,195,1992-07-13,"Metalimnion",-2,NA,5.58,NA,0.84
"Peter Lake",1992,195,1992-07-13,"Epilimnion",-1,NA,6.1,NA,0.75
"East Long Lake",1992,196,1992-07-14,"Metalimnion",-2,NA,11.82,NA,0.55
"East Long Lake",1992,196,1992-07-14,"Epilimnion",-1,NA,13.79,NA,0.96
"West Long Lake",1992,196,1992-07-14,"Metalimnion",-2,NA,7.56,NA,0.47
"West Long Lake",1992,196,1992-07-14,"Epilimnion",-1,NA,8.18,NA,0.51
"Paul Lake",1992,209,1992-07-27,"Metalimnion",-2,NA,5.5,NA,0.82
"Paul Lake",1992,209,1992-07-27,"Epilimnion",-1,NA,6.03,NA,0.56
"Peter Lake",1992,209,1992-07-27,"Metalimnion",-2,NA,6.18,NA,0.68
"Peter Lake",1992,209,1992-07-27,"Epilimnion",-1,NA,6.13,NA,0.44
"East Long Lake",1992,210,1992-07-28,"Metalimnion",-2,NA,11.76,NA,0.35
"East Long Lake",1992,210,1992-07-28,"Epilimnion",-1,NA,12.43,NA,0.55
"West Long Lake",1992,210,1992-07-28,"Metalimnion",-2,NA,7.53,NA,0.39
"West Long Lake",1992,210,1992-07-28,"Epilimnion",-1,NA,7.07,NA,0.42
"Paul Lake",1992,223,1992-08-10,"Metalimnion",-2,NA,5.71,NA,0.57
"Paul Lake",1992,223,1992-08-10,"Epilimnion",-1,NA,6.05,NA,0.52
"Peter Lake",1992,223,1992-08-10,"Metalimnion",-2,NA,5.6,NA,0.77
"Peter Lake",1992,223,1992-08-10,"Epilimnion",-1,NA,6.29,NA,0.6
"East Long Lake",1992,224,1992-08-11,"Metalimnion",-2,NA,9.23,NA,0.61
"East Long Lake",1992,224,1992-08-11,"Epilimnion",-1,NA,11.72,NA,0.56
"West Long Lake",1992,224,1992-08-11,"Metalimnion",-2,NA,7.5,NA,0.46
"West Long Lake",1992,224,1992-08-11,"Epilimnion",-1,NA,7.2,NA,0.4
"Paul Lake",1992,237,1992-08-24,"Metalimnion",-2,NA,5.31,NA,0.63
"Paul Lake",1992,237,1992-08-24,"Epilimnion",-1,NA,5.31,NA,0.59
"Peter Lake",1992,237,1992-08-24,"Metalimnion",-2,NA,5.42,NA,0.5
"Peter Lake",1992,237,1992-08-24,"Epilimnion",-1,NA,5.8,NA,0.79
"East Long Lake",1992,238,1992-08-25,"Metalimnion",-2,NA,10.94,NA,0.68
"East Long Lake",1992,238,1992-08-25,"Epilimnion",-1,NA,10.77,NA,0.35
"West Long Lake",1992,238,1992-08-25,"Metalimnion",-2,NA,6.95,NA,0.49
"West Long Lake",1992,238,1992-08-25,"Epilimnion",-1,NA,7.14,NA,0.42
"Paul Lake",1992,251,1992-09-07,"Metalimnion",-2,NA,4.94,NA,0.66
"Paul Lake",1992,251,1992-09-07,"Epilimnion",-1,NA,5.12,NA,0.62
"Peter Lake",1992,251,1992-09-07,"Metalimnion",-2,NA,5.27,NA,0.53
"Peter Lake",1992,251,1992-09-07,"Epilimnion",-1,NA,5.56,NA,0.71
"East Long Lake",1992,252,1992-09-08,"Metalimnion",-2,NA,10.4,NA,0.52
"East Long Lake",1992,252,1992-09-08,"Epilimnion",-1,NA,10.71,NA,0.39
"West Long Lake",1992,252,1992-09-08,"Metalimnion",-2,NA,6.68,NA,0.99
"West Long Lake",1992,252,1992-09-08,"Epilimnion",-1,NA,6.79,NA,0.41
"Paul Lake",1993,137,1993-05-17,"Metalimnion",-2,NA,3.82,NA,0.84
"Paul Lake",1993,137,1993-05-17,"Epilimnion",-1,NA,3.91,NA,0.7
"Peter Lake",1993,137,1993-05-17,"Metalimnion",-2,NA,4.97,NA,0.92
"Peter Lake",1993,137,1993-05-17,"Epilimnion",-1,NA,4.37,NA,1.27
"East Long Lake",1993,138,1993-05-18,"Metalimnion",-2,NA,11.55,NA,0.61
"East Long Lake",1993,138,1993-05-18,"Epilimnion",-1,NA,12.8,NA,1
"West Long Lake",1993,138,1993-05-18,"Metalimnion",-2,NA,5.5,NA,0.57
"West Long Lake",1993,138,1993-05-18,"Epilimnion",-1,NA,5.87,NA,0.82
"Paul Lake",1993,151,1993-05-31,"Metalimnion",-2,NA,3.86,NA,1.01
"Paul Lake",1993,151,1993-05-31,"Epilimnion",-1,NA,3.9,NA,0.58
"Peter Lake",1993,151,1993-05-31,"Metalimnion",-2,NA,4.73,NA,1.12
"Peter Lake",1993,151,1993-05-31,"Epilimnion",-1,NA,4.3,NA,1.31
"East Long Lake",1993,152,1993-06-01,"Metalimnion",-2,NA,12.41,NA,1.01
"East Long Lake",1993,152,1993-06-01,"Epilimnion",-1,NA,13.15,NA,1.57
"West Long Lake",1993,152,1993-06-01,"Metalimnion",-2,NA,5.87,NA,0.72
"West Long Lake",1993,152,1993-06-01,"Epilimnion",-1,NA,5.76,NA,1.1
"Paul Lake",1993,165,1993-06-14,"Metalimnion",-2,NA,3.73,NA,0.77
"Paul Lake",1993,165,1993-06-14,"Epilimnion",-1,NA,4.2,NA,0.47
"Peter Lake",1993,165,1993-06-14,"Metalimnion",-2,NA,4.65,NA,1.07
"Peter Lake",1993,165,1993-06-14,"Epilimnion",-1,NA,5,NA,1.07
"East Long Lake",1993,166,1993-06-15,"Metalimnion",-2,NA,11.57,NA,1.56
"East Long Lake",1993,166,1993-06-15,"Epilimnion",-1,NA,17.11,NA,1.31
"West Long Lake",1993,166,1993-06-15,"Metalimnion",-2,NA,5.93,NA,0.62
"West Long Lake",1993,166,1993-06-15,"Epilimnion",-1,NA,6.16,NA,0.38
"Paul Lake",1993,179,1993-06-28,"Metalimnion",-2,NA,6.03,NA,0.61
"Paul Lake",1993,179,1993-06-28,"Epilimnion",-1,NA,5.78,NA,0.63
"Peter Lake",1993,179,1993-06-28,"Metalimnion",-2,NA,4.78,NA,1.51
"Peter Lake",1993,179,1993-06-28,"Epilimnion",-1,NA,6.07,NA,1.37
"East Long Lake",1993,180,1993-06-29,"Metalimnion",-2,NA,12.49,NA,0.5
"East Long Lake",1993,180,1993-06-29,"Epilimnion",-1,NA,15.08,NA,0.78
"Paul Lake",1993,193,1993-07-12,"Metalimnion",-2,NA,3.86,NA,0.81
"Paul Lake",1993,193,1993-07-12,"Epilimnion",-1,NA,4.24,NA,0.55
"Peter Lake",1993,193,1993-07-12,"Metalimnion",-2,NA,5.82,NA,2.72
"Peter Lake",1993,193,1993-07-12,"Epilimnion",-1,NA,6.65,NA,2.6
"East Long Lake",1993,194,1993-07-13,"Metalimnion",-2,NA,13.85,NA,0.73
"East Long Lake",1993,194,1993-07-13,"Epilimnion",-1,NA,14.03,NA,3.05
"West Long Lake",1993,194,1993-07-13,"Metalimnion",-2,NA,6.45,NA,1.15
"West Long Lake",1993,194,1993-07-13,"Epilimnion",-1,NA,7.39,NA,0.6
"Paul Lake",1993,208,1993-07-27,"Metalimnion",-2,NA,3.97,NA,1.43
"Paul Lake",1993,208,1993-07-27,"Epilimnion",-1,NA,4.68,NA,0.92
"Peter Lake",1993,208,1993-07-27,"Metalimnion",-2,NA,5.74,NA,1.46
"Peter Lake",1993,208,1993-07-27,"Epilimnion",-1,NA,6.74,NA,1.64
"East Long Lake",1993,209,1993-07-28,"Metalimnion",-2,NA,13.37,NA,1.13
"East Long Lake",1993,209,1993-07-28,"Epilimnion",-1,NA,14.36,NA,0.52
"West Long Lake",1993,209,1993-07-28,"Metalimnion",-2,NA,6.68,NA,0.51
"West Long Lake",1993,209,1993-07-28,"Epilimnion",-1,NA,6.75,NA,0.88
"Paul Lake",1993,222,1993-08-10,"Metalimnion",-2,NA,3.91,NA,0.99
"Paul Lake",1993,222,1993-08-10,"Epilimnion",-1,NA,4.17,NA,0.79
"Peter Lake",1993,222,1993-08-10,"Metalimnion",-2,NA,5.3,NA,1.5
"Peter Lake",1993,222,1993-08-10,"Epilimnion",-1,NA,5.38,NA,1.22
"East Long Lake",1993,223,1993-08-11,"Metalimnion",-2,NA,12.59,NA,0.44
"East Long Lake",1993,223,1993-08-11,"Epilimnion",-1,NA,13.95,NA,0.59
"West Long Lake",1993,223,1993-08-11,"Metalimnion",-2,NA,6.24,NA,1.07
"West Long Lake",1993,223,1993-08-11,"Epilimnion",-1,NA,6.72,NA,0.7
"Paul Lake",1993,236,1993-08-24,"Metalimnion",-2,NA,4.32,NA,0.69
"Paul Lake",1993,236,1993-08-24,"Epilimnion",-1,NA,4.52,NA,0.84
"Peter Lake",1993,236,1993-08-24,"Metalimnion",-2,NA,5.55,NA,1.31
"Peter Lake",1993,236,1993-08-24,"Epilimnion",-1,NA,6.02,NA,0.91
"East Long Lake",1993,237,1993-08-25,"Metalimnion",-2,NA,13.74,NA,0.41
"East Long Lake",1993,237,1993-08-25,"Epilimnion",-1,NA,13.83,NA,0.37
"West Long Lake",1993,237,1993-08-25,"Metalimnion",-2,NA,5.69,NA,0.88
"West Long Lake",1993,237,1993-08-25,"Epilimnion",-1,NA,6.8,NA,1.15
"Paul Lake",1993,250,1993-09-07,"Metalimnion",-2,NA,4.7,NA,1.12
"Paul Lake",1993,250,1993-09-07,"Epilimnion",-1,NA,5.12,NA,0.68
"Peter Lake",1993,250,1993-09-07,"Metalimnion",-2,NA,5.74,NA,1.95
"Peter Lake",1993,250,1993-09-07,"Epilimnion",-1,NA,5.69,NA,1.33
"East Long Lake",1993,251,1993-09-08,"Metalimnion",-2,NA,12.97,NA,0.91
"East Long Lake",1993,251,1993-09-08,"Epilimnion",-1,NA,12.71,NA,0.48
"West Long Lake",1993,251,1993-09-08,"Metalimnion",-2,NA,6.36,NA,1.65
"West Long Lake",1993,251,1993-09-08,"Epilimnion",-1,NA,6.81,NA,1.11
"Paul Lake",1994,136,1994-05-16,"Metalimnion",-2,NA,5.97,NA,1.17
"Paul Lake",1994,136,1994-05-16,"Epilimnion",-1,NA,12.63,NA,0.74
"Peter Lake",1994,136,1994-05-16,"Metalimnion",-2,NA,4.8,NA,0.95
"Peter Lake",1994,136,1994-05-16,"Epilimnion",-1,NA,9.8,NA,1
"East Long Lake",1994,137,1994-05-17,"Metalimnion",-2,NA,11.33,NA,0.83
"East Long Lake",1994,137,1994-05-17,"Epilimnion",-1,NA,11.18,NA,1.08
"West Long Lake",1994,137,1994-05-17,"Metalimnion",-2,NA,9.33,NA,2.1
"West Long Lake",1994,137,1994-05-17,"Epilimnion",-1,NA,6.9,NA,1.15
"Peter Lake",1994,150,1994-05-30,"Metalimnion",-2,NA,5.3,NA,0.88
"Peter Lake",1994,150,1994-05-30,"Epilimnion",-1,NA,4.3,NA,0.88
"East Long Lake",1994,151,1994-05-31,"Metalimnion",-2,NA,14.09,NA,1.34
"East Long Lake",1994,151,1994-05-31,"Epilimnion",-1,NA,9.82,NA,0.96
"West Long Lake",1994,151,1994-05-31,"Metalimnion",-2,NA,6.95,NA,1.17
"West Long Lake",1994,151,1994-05-31,"Epilimnion",-1,NA,7.41,NA,0.72
"Paul Lake",1994,164,1994-06-13,"Metalimnion",-2,NA,4.07,NA,1.12
"Paul Lake",1994,164,1994-06-13,"Epilimnion",-1,NA,4.63,NA,0.6
"Peter Lake",1994,164,1994-06-13,"Metalimnion",-2,NA,4.88,NA,1.17
"Peter Lake",1994,164,1994-06-13,"Epilimnion",-1,NA,4.91,NA,1.51
"East Long Lake",1994,165,1994-06-14,"Metalimnion",-2,NA,15.03,NA,0.57
"East Long Lake",1994,165,1994-06-14,"Epilimnion",-1,NA,11.5,NA,0.75
"West Long Lake",1994,165,1994-06-14,"Metalimnion",-2,NA,6.82,NA,0.42
"West Long Lake",1994,165,1994-06-14,"Epilimnion",-1,NA,6.32,NA,0.64
"Paul Lake",1994,178,1994-06-27,"Metalimnion",-2,NA,3.88,NA,0.48
"Paul Lake",1994,178,1994-06-27,"Epilimnion",-1,NA,4.47,NA,0.52
"Peter Lake",1994,178,1994-06-27,"Metalimnion",-2,NA,5.22,NA,1.25
"Peter Lake",1994,178,1994-06-27,"Epilimnion",-1,NA,5.44,NA,0.7
"East Long Lake",1994,179,1994-06-28,"Metalimnion",-2,NA,12.05,NA,0.69
"East Long Lake",1994,179,1994-06-28,"Epilimnion",-1,NA,12.93,NA,0.85
"West Long Lake",1994,179,1994-06-28,"Metalimnion",-2,NA,6.44,NA,1.07
"West Long Lake",1994,179,1994-06-28,"Epilimnion",-1,NA,8.64,NA,1.54
"Paul Lake",1994,192,1994-07-11,"Metalimnion",-2,NA,3.99,NA,0.77
"Paul Lake",1994,192,1994-07-11,"Epilimnion",-1,NA,6.58,NA,0.62
"Peter Lake",1994,192,1994-07-11,"Metalimnion",-2,NA,11.06,NA,1.24
"Peter Lake",1994,192,1994-07-11,"Epilimnion",-1,NA,11.21,NA,1.58
"East Long Lake",1994,193,1994-07-12,"Metalimnion",-2,NA,18.76,NA,2.05
"East Long Lake",1994,193,1994-07-12,"Epilimnion",-1,NA,15.06,NA,2.21
"West Long Lake",1994,193,1994-07-12,"Metalimnion",-2,NA,9.5,NA,1.15
"West Long Lake",1994,193,1994-07-12,"Epilimnion",-1,NA,7.04,NA,1.46
"Paul Lake",1994,206,1994-07-25,"Metalimnion",-2,NA,4.24,NA,1.11
"Paul Lake",1994,206,1994-07-25,"Epilimnion",-1,NA,4.52,NA,0.73
"Peter Lake",1994,206,1994-07-25,"Metalimnion",-2,NA,11.1,NA,2.1
"Peter Lake",1994,206,1994-07-25,"Epilimnion",-1,NA,8.94,NA,2.77
"East Long Lake",1994,207,1994-07-26,"Metalimnion",-2,NA,17.14,NA,0.75
"East Long Lake",1994,207,1994-07-26,"Epilimnion",-1,NA,15.03,NA,1.01
"West Long Lake",1994,207,1994-07-26,"Metalimnion",-2,NA,8.5,NA,1.24
"West Long Lake",1994,207,1994-07-26,"Epilimnion",-1,NA,10.07,NA,1.19
"Paul Lake",1994,220,1994-08-08,"Metalimnion",-2,NA,3.72,NA,0.74
"Paul Lake",1994,220,1994-08-08,"Epilimnion",-1,NA,4.58,NA,0.69
"Peter Lake",1994,220,1994-08-08,"Metalimnion",-2,NA,4.81,NA,1.43
"Peter Lake",1994,220,1994-08-08,"Epilimnion",-1,NA,5.48,NA,2.75
"East Long Lake",1994,221,1994-08-09,"Metalimnion",-2,NA,12.21,NA,0.82
"East Long Lake",1994,221,1994-08-09,"Epilimnion",-1,NA,14.22,NA,0.84
"West Long Lake",1994,221,1994-08-09,"Metalimnion",-2,NA,6.59,NA,1.67
"West Long Lake",1994,221,1994-08-09,"Epilimnion",-1,NA,8.28,NA,1.32
"Paul Lake",1994,234,1994-08-22,"Metalimnion",-2,NA,4.27,NA,0.59
"Paul Lake",1994,234,1994-08-22,"Epilimnion",-1,NA,4.48,NA,0.45
"Peter Lake",1994,234,1994-08-22,"Metalimnion",-2,NA,5.56,NA,0.58
"Peter Lake",1994,234,1994-08-22,"Epilimnion",-1,NA,5.24,NA,0.57
"East Long Lake",1994,235,1994-08-23,"Metalimnion",-2,NA,11.18,NA,0.74
"East Long Lake",1994,235,1994-08-23,"Epilimnion",-1,NA,10.38,NA,0.85
"West Long Lake",1994,235,1994-08-23,"Metalimnion",-2,NA,9.1,NA,0.63
"West Long Lake",1994,235,1994-08-23,"Epilimnion",-1,NA,6.89,NA,0.78
"Paul Lake",1994,248,1994-09-05,"Metalimnion",-2,NA,4.34,NA,0.64
"Paul Lake",1994,248,1994-09-05,"Epilimnion",-1,NA,4.16,NA,0.57
"Peter Lake",1994,248,1994-09-05,"Metalimnion",-2,NA,4.82,NA,0.62
"Peter Lake",1994,248,1994-09-05,"Epilimnion",-1,NA,4.76,NA,0.63
"East Long Lake",1994,249,1994-09-06,"Metalimnion",-2,NA,9.01,NA,0.5
"East Long Lake",1994,249,1994-09-06,"Epilimnion",-1,NA,9.48,NA,0.48
"West Long Lake",1994,249,1994-09-06,"Metalimnion",-2,NA,4.92,NA,0.91
"West Long Lake",1994,249,1994-09-06,"Epilimnion",-1,NA,6.2,NA,1.2
"Paul Lake",1995,142,1995-05-22,"Metalimnion",-2,NA,3.51,NA,0.99
"Paul Lake",1995,142,1995-05-22,"Epilimnion",-1,NA,3.91,NA,0.53
"Paul Lake",1995,142,1995-05-22,"Hypolimnion",7,NA,4.02,NA,1.65
"Peter Lake",1995,142,1995-05-22,"Metalimnion",-2,NA,4.76,NA,2.29
"Peter Lake",1995,142,1995-05-22,"Epilimnion",-1,NA,5.55,NA,0.86
