"lakename","year4","daynum","sampledate","depth","depth_id","DIC_mg","doc","absorbance","tpc"
"Peter Lake",2012,177,2012-06-25,"Metalimnion",-2,NA,4.83,0.061,0.45
"Peter Lake",2012,177,2012-06-25,"PML",-1,NA,5.32,0.055,0.4
"Peter Lake",2012,177,2012-06-25,"Hypolimnion",7,8.779936242,5.96,0.262,1.13
"Paul Lake",2012,178,2012-06-26,"Metalimnion",-2,NA,3.85,0.046,1.28
"Paul Lake",2012,178,2012-06-26,"PML",-1,NA,4.56,0.054,0.77
"Paul Lake",2012,178,2012-06-26,"Hypolimnion",7,7.053572293,4.74,0.203,3.4
"Tuesday Lake",2012,179,2012-06-27,"Metalimnion",-2,NA,12.44,0.26,0.91
"Tuesday Lake",2012,179,2012-06-27,"PML",-1,NA,9.83,0.156,0.66
"Tuesday Lake",2012,179,2012-06-27,"Hypolimnion",7,6.401259083,11.14,0.317,1.05
"Peter Lake",2012,184,2012-07-02,"Metalimnion",-2,NA,4.92,0.057,0.35
"Peter Lake",2012,184,2012-07-02,"PML",-1,NA,5.44,0.052,0.41
"Peter Lake",2012,184,2012-07-02,"Hypolimnion",7,8.526510718,6.09,0.221,1.51
"Paul Lake",2012,185,2012-07-03,"Metalimnion",-2,NA,5.13,0.043,1.33
"Paul Lake",2012,185,2012-07-03,"PML",-1,NA,4.75,0.054,0.52
"Paul Lake",2012,185,2012-07-03,"Hypolimnion",7,8.590019976,5.53,0.333,3.91
"Tuesday Lake",2012,186,2012-07-04,"Metalimnion",-2,NA,10.99,0.206,0.97
"Tuesday Lake",2012,186,2012-07-04,"PML",-1,NA,9.85,0.157,0.64
"Tuesday Lake",2012,186,2012-07-04,"Hypolimnion",7,6.346535101,10.96,0.307,0.95
"Peter Lake",2012,191,2012-07-09,"Metalimnion",-2,NA,4.89,0.061,0.2
"Peter Lake",2012,191,2012-07-09,"PML",-1,NA,5.36,0.058,0.31
"Peter Lake",2012,191,2012-07-09,"Hypolimnion",7,9.007205178,6.04,0.278,1.2
"Paul Lake",2012,192,2012-07-10,"Metalimnion",-2,NA,3.88,0.042,1.1
"Paul Lake",2012,192,2012-07-10,"PML",-1,NA,4.7,0.059,0.5
"Paul Lake",2012,192,2012-07-10,"Hypolimnion",7,8.701259789,5.56,0.429,3.22
"Tuesday Lake",2012,193,2012-07-11,"Metalimnion",-2,NA,10.56,0.2,0.84
"Tuesday Lake",2012,193,2012-07-11,"PML",-1,NA,9.91,0.154,0.4
"Tuesday Lake",2012,193,2012-07-11,"Hypolimnion",7,6.5334695,12.05,0.32,1.14
"Peter Lake",2012,198,2012-07-16,"Metalimnion",-2,NA,5,0.066,0.21
"Peter Lake",2012,198,2012-07-16,"PML",-1,NA,5.37,0.057,0.17
"Peter Lake",2012,198,2012-07-16,"Hypolimnion",7,9.262769891,6.21,0.254,1.16
"Paul Lake",2012,199,2012-07-17,"Metalimnion",-2,NA,3.76,0.046,0.54
"Paul Lake",2012,199,2012-07-17,"PML",-1,NA,4.74,0.062,0.39
"Paul Lake",2012,199,2012-07-17,"Hypolimnion",7,9.258421772,5.12,0.43,3.01
"Tuesday Lake",2012,200,2012-07-18,"Metalimnion",-2,NA,10.75,0.192,0.75
"Tuesday Lake",2012,200,2012-07-18,"PML",-1,NA,9.86,0.155,0.45
"Tuesday Lake",2012,200,2012-07-18,"Hypolimnion",7,6.537076994,10.83,0.274,1.16
"Peter Lake",2012,205,2012-07-23,"Metalimnion",-2,NA,5.07,0.081,0.3
"Peter Lake",2012,205,2012-07-23,"PML",-1,NA,5.71,0.056,0.23
"Peter Lake",2012,205,2012-07-23,"Hypolimnion",7,9.292777868,6.14,0.251,2.5
"Paul Lake",2012,206,2012-07-24,"Metalimnion",-2,NA,3.79,0.059,0.35
"Paul Lake",2012,206,2012-07-24,"PML",-1,NA,4.75,0.066,0.18
"Paul Lake",2012,206,2012-07-24,"Hypolimnion",7,8.693608902,5.32,0.365,4.5
"Tuesday Lake",2012,207,2012-07-25,"Metalimnion",-2,NA,10.79,0.19,1
"Tuesday Lake",2012,207,2012-07-25,"PML",-1,NA,9.85,0.151,0.6
"Tuesday Lake",2012,207,2012-07-25,"Hypolimnion",7,5.998825498,11.26,0.286,0.88
"Peter Lake",2012,212,2012-07-30,"Metalimnion",-2,NA,5.53,0.068,0.37
"Peter Lake",2012,212,2012-07-30,"PML",-1,NA,5.46,0.054,0.29
"Peter Lake",2012,212,2012-07-30,"Hypolimnion",7,9.613163765,6.07,0.276,1.14
"Paul Lake",2012,213,2012-07-31,"Metalimnion",-2,NA,3.85,0.051,0.37
"Paul Lake",2012,213,2012-07-31,"PML",-1,NA,4.55,0.059,0.34
"Paul Lake",2012,213,2012-07-31,"Hypolimnion",7,9.902050274,5.48,0.128,2.94
"Tuesday Lake",2012,214,2012-08-01,"Metalimnion",-2,NA,10.93,0.201,0.77
"Tuesday Lake",2012,214,2012-08-01,"PML",-1,NA,9.91,0.152,0.67
"Tuesday Lake",2012,214,2012-08-01,"Hypolimnion",7,6.230510168,10.93,0.319,0.87
"Peter Lake",2012,219,2012-08-06,"Metalimnion",-2,NA,5.64,0.064,0.45
"Peter Lake",2012,219,2012-08-06,"PML",-1,NA,5.2,0.057,0.37
"Peter Lake",2012,219,2012-08-06,"Hypolimnion",7,9.794452948,6.01,0.282,1.11
"Paul Lake",2012,220,2012-08-07,"Metalimnion",-2,NA,3.84,0.067,0.43
"Paul Lake",2012,220,2012-08-07,"PML",-1,NA,4.74,0.069,0.35
"Paul Lake",2012,220,2012-08-07,"Hypolimnion",7,10.28529671,5.59,0.474,1.52
"Tuesday Lake",2012,221,2012-08-08,"Metalimnion",-2,NA,10.17,0.167,0.93
"Tuesday Lake",2012,221,2012-08-08,"PML",-1,NA,9.86,0.146,0.77
"Tuesday Lake",2012,221,2012-08-08,"Hypolimnion",7,3.616308133,10.23,0.223,1.01
"Peter Lake",2012,226,2012-08-13,"Metalimnion",-2,NA,5.34,0.051,0.47
"Peter Lake",2012,226,2012-08-13,"PML",-1,NA,5.29,0.049,0.48
"Peter Lake",2012,226,2012-08-13,"Hypolimnion",7,9.010667554,6.1,0.258,1.4
"Paul Lake",2012,227,2012-08-14,"Metalimnion",-2,NA,4.33,0.06,0.37
"Paul Lake",2012,227,2012-08-14,"PML",-1,NA,4.56,0.05,0.34
"Paul Lake",2012,227,2012-08-14,"Hypolimnion",7,9.786754473,5.42,0.497,1.48
"Tuesday Lake",2012,228,2012-08-15,"Metalimnion",-2,NA,10.3,0.174,1.27
"Tuesday Lake",2012,228,2012-08-15,"PML",-1,NA,9.74,0.143,0.93
"Tuesday Lake",2012,228,2012-08-15,"Hypolimnion",7,6.410452524,11,0.314,0.89
"Peter Lake",2012,233,2012-08-20,"Metalimnion",-2,NA,5.62,0.054,0.5
"Peter Lake",2012,233,2012-08-20,"PML",-1,NA,5.59,0.052,0.46
"Peter Lake",2012,233,2012-08-20,"Hypolimnion",7,9.629260956,6.84,0.268,1.24
"Paul Lake",2012,234,2012-08-21,"Metalimnion",-2,NA,4.8,0.057,0.3
"Paul Lake",2012,234,2012-08-21,"PML",-1,NA,4.74,0.057,0.27
"Paul Lake",2012,234,2012-08-21,"Hypolimnion",7,4.501061117,5.05,0.194,0.71
"Tuesday Lake",2012,235,2012-08-22,"Metalimnion",-2,NA,10.27,0.159,1.1
"Tuesday Lake",2012,235,2012-08-22,"PML",-1,NA,9.93,0.145,0.72
"Tuesday Lake",2012,235,2012-08-22,"Hypolimnion",7,6.738070159,11.33,0.318,0.94
"Paul Lake",2012,240,2012-08-27,"Metalimnion",-2,NA,4.35,0.055,0.28
"Paul Lake",2012,240,2012-08-27,"PML",-1,NA,4.61,0.056,0.24
"Paul Lake",2012,240,2012-08-27,"Hypolimnion",7,NA,6.05,0.593,2.58
"Peter Lake",2012,240,2012-08-27,"Metalimnion",-2,NA,5.23,0.054,0.52
"Peter Lake",2012,240,2012-08-27,"PML",-1,NA,5.22,0.053,0.45
"Peter Lake",2012,240,2012-08-27,"Hypolimnion",7,NA,6.17,0.313,1.1
"Tuesday Lake",2012,241,2012-08-28,"Metalimnion",-2,NA,10.14,0.157,0.96
"Tuesday Lake",2012,241,2012-08-28,"PML",-1,NA,10.06,0.143,0.68
"Tuesday Lake",2012,241,2012-08-28,"Hypolimnion",7,NA,11.22,0.307,0.92
"Peter Lake",2013,140,2013-05-20,"Metalimnion",-2,NA,4.376428571,NA,1.513801654
"Peter Lake",2013,140,2013-05-20,"PML",-1,NA,4.703428571,NA,0.746307159
"Peter Lake",2013,140,2013-05-20,"Hypolimnion",7,7.574691856,5.726428571,NA,0.917596598
"Paul Lake",2013,141,2013-05-21,"Metalimnion",-2,NA,3.243428571,NA,1.172396822
"Paul Lake",2013,141,2013-05-21,"PML",-1,NA,3.458428571,NA,0.565123536
"Paul Lake",2013,141,2013-05-21,"Hypolimnion",7,8.117111202,4.044428571,NA,1.412027781
"Peter Lake",2013,141,2013-05-21,"Metalimnion",-2,NA,NA,0.057,NA
"Peter Lake",2013,141,2013-05-21,"PML",-1,NA,NA,0.071,NA
"Peter Lake",2013,141,2013-05-21,"Hypolimnion",7,NA,NA,0.184,NA
"Paul Lake",2013,142,2013-05-22,"Metalimnion",-2,NA,NA,0.067,NA
"Paul Lake",2013,142,2013-05-22,"PML",-1,NA,NA,0.055,NA
"Paul Lake",2013,142,2013-05-22,"Hypolimnion",7,NA,NA,0.396,NA
"Tuesday Lake",2013,142,2013-05-22,"Metalimnion",-2,NA,9.037428571,NA,0.841057212
"Tuesday Lake",2013,142,2013-05-22,"PML",-1,NA,9.274428571,NA,0.970649059
"Tuesday Lake",2013,142,2013-05-22,"Hypolimnion",7,NA,10.23142857,NA,0.965966349
"Tuesday Lake",2013,143,2013-05-23,"Metalimnion",-2,NA,NA,0.178,NA
"Tuesday Lake",2013,143,2013-05-23,"PML",-1,NA,NA,0.174,NA
"Tuesday Lake",2013,143,2013-05-23,"Hypolimnion",7,NA,NA,0.267,NA
"Peter Lake",2013,147,2013-05-27,"Metalimnion",-2,NA,4.246428571,0.06,1.296956569
"Peter Lake",2013,147,2013-05-27,"PML",-1,NA,4.767428571,0.076,0.482326742
"Peter Lake",2013,147,2013-05-27,"Hypolimnion",7,6.911889281,5.250428571,0.149,1.061354958
"Paul Lake",2013,148,2013-05-28,"Metalimnion",-2,NA,3.815428571,0.052,0.883456871
"Paul Lake",2013,148,2013-05-28,"PML",-1,NA,3.370428571,0.062,0.274662012
"Paul Lake",2013,148,2013-05-28,"Hypolimnion",7,8.82956271,4.031428571,0.344,1.978608842
"Tuesday Lake",2013,149,2013-05-29,"Metalimnion",-2,NA,9.368428571,0.182,0.990144996
"Tuesday Lake",2013,149,2013-05-29,"PML",-1,NA,10.48642857,0.194,0.642842721
"Tuesday Lake",2013,149,2013-05-29,"Hypolimnion",7,NA,10.43142857,0.262,1.002808991
"Peter Lake",2013,154,2013-06-03,"Metalimnion",-2,NA,4.327428571,0.068,0.813733468
"Peter Lake",2013,154,2013-06-03,"PML",-1,NA,4.858428571,0.082,0.349326588
"Peter Lake",2013,154,2013-06-03,"Hypolimnion",7,7.356121045,5.212428571,0.227,1.092730287
"Paul Lake",2013,155,2013-06-04,"Metalimnion",-2,NA,3.038428571,0.056,0.513151366
"Paul Lake",2013,155,2013-06-04,"PML",-1,NA,3.895428571,0.071,0.346053688
"Paul Lake",2013,155,2013-06-04,"Hypolimnion",7,8.178825317,4.418428571,0.38,1.76307494
"Tuesday Lake",2013,156,2013-06-05,"Metalimnion",-2,NA,9.464428571,0.19,0.789474547
"Tuesday Lake",2013,156,2013-06-05,"PML",-1,NA,10.86242857,0.229,1.282232726
"Tuesday Lake",2013,156,2013-06-05,"Hypolimnion",7,NA,10.09542857,0.26,0.833664279
"Peter Lake",2013,161,2013-06-10,"Metalimnion",-2,NA,4.389428571,0.065,0.609689284
"Peter Lake",2013,161,2013-06-10,"PML",-1,NA,5.047428571,0.094,0.484722485
"Peter Lake",2013,161,2013-06-10,"Hypolimnion",7,7.149700259,5.170428571,0.193,1.055280617
"Paul Lake",2013,162,2013-06-11,"Metalimnion",-2,NA,3.292428571,0.055,0.523353508
"Paul Lake",2013,162,2013-06-11,"PML",-1,NA,3.764428571,0.067,0.297676475
"Paul Lake",2013,162,2013-06-11,"Hypolimnion",7,6.068332906,3.899428571,0.182,1.96593609
"Tuesday Lake",2013,163,2013-06-12,"Metalimnion",-2,NA,9.770428571,0.193,0.898064023
"Tuesday Lake",2013,163,2013-06-12,"PML",-1,NA,11.12842857,0.235,1.642619032
"Tuesday Lake",2013,163,2013-06-12,"Hypolimnion",7,NA,9.663428571,0.234,1.787277744
"Peter Lake",2013,168,2013-06-17,"Metalimnion",-2,NA,4.354428571,0.055,0.63608967
"Peter Lake",2013,168,2013-06-17,"PML",-1,NA,5.172428571,0.09,0.195945926
"Peter Lake",2013,168,2013-06-17,"Hypolimnion",7,6.834601149,6.921428571,0.187,0.882119394
"Paul Lake",2013,169,2013-06-18,"Metalimnion",-2,NA,3.243428571,0.053,0.378446808
"Paul Lake",2013,169,2013-06-18,"PML",-1,NA,3.866428571,0.069,0.317072078
"Paul Lake",2013,169,2013-06-18,"Hypolimnion",7,8.46313416,4.680428571,0.38,0.82702589
"Tuesday Lake",2013,170,2013-06-19,"Metalimnion",-2,NA,10.33742857,0.178,1.012089111
"Tuesday Lake",2013,170,2013-06-19,"PML",-1,NA,11.10342857,0.245,1.557032938
"Tuesday Lake",2013,170,2013-06-19,"Hypolimnion",7,5.827501324,10.90342857,0.27,0.825467358
"Peter Lake",2013,175,2013-06-24,"Metalimnion",-2,NA,4.482428571,0.065,0.520479561
"Peter Lake",2013,175,2013-06-24,"PML",-1,NA,5.585428571,0.106,0.18197919
"Peter Lake",2013,175,2013-06-24,"Hypolimnion",7,7.532573349,5.114428571,0.191,0.882769927
"Paul Lake",2013,176,2013-06-25,"Metalimnion",-2,NA,3.326428571,0.048,0.361522153
"Paul Lake",2013,176,2013-06-25,"PML",-1,NA,3.835428571,0.068,0.28112177
"Paul Lake",2013,176,2013-06-25,"Hypolimnion",7,8.134439723,4.641428571,0.331,1.565136798
"Tuesday Lake",2013,177,2013-06-26,"Metalimnion",-2,NA,9.333428571,0.182,0.997165629
"Tuesday Lake",2013,177,2013-06-26,"PML",-1,NA,11.23842857,0.246,1.64291243
"Tuesday Lake",2013,177,2013-06-26,"Hypolimnion",7,5.940022332,10.40142857,0.25,0.810328044
"Peter Lake",2013,182,2013-07-01,"Metalimnion",-2,NA,4.500428571,0.06,0.584425393
"Peter Lake",2013,182,2013-07-01,"PML",-1,NA,5.477428571,0.113,0.281178932
"Peter Lake",2013,182,2013-07-01,"Hypolimnion",7,8.222961387,5.565428571,0.22,0.97985923
"Paul Lake",2013,183,2013-07-02,"Metalimnion",-2,NA,3.475428571,0.053,0.291614196
"Paul Lake",2013,183,2013-07-02,"PML",-1,NA,3.982428571,0.071,0.354296136
"Paul Lake",2013,183,2013-07-02,"Hypolimnion",7,6.624489874,4.271428571,0.255,1.859945712
"Tuesday Lake",2013,184,2013-07-03,"Metalimnion",-2,NA,9.244428571,0.181,0.844651501
"Tuesday Lake",2013,184,2013-07-03,"PML",-1,NA,11.16442857,0.253,0.928220229
"Tuesday Lake",2013,184,2013-07-03,"Hypolimnion",7,5.8889669,10.02442857,0.258,0.843104599
"Peter Lake",2013,189,2013-07-08,"Metalimnion",-2,NA,4.553428571,0.063,0.443278229
"Peter Lake",2013,189,2013-07-08,"PML",-1,NA,5.801428571,0.118,0.442620945
"Peter Lake",2013,189,2013-07-08,"Hypolimnion",7,7.906336423,13.34542857,0.213,0.641496964
"Paul Lake",2013,190,2013-07-09,"Metalimnion",-2,NA,3.704428571,0.057,0.492252017
"Paul Lake",2013,190,2013-07-09,"PML",-1,NA,3.792428571,0.079,0.351217485
"Paul Lake",2013,190,2013-07-09,"Hypolimnion",7,8.834893083,4.646428571,0.401,1.969869641
"Tuesday Lake",2013,191,2013-07-10,"Metalimnion",-2,NA,9.781428571,0.193,0.948539871
"Tuesday Lake",2013,191,2013-07-10,"PML",-1,NA,11.58942857,0.283,1.053173196
"Tuesday Lake",2013,191,2013-07-10,"Hypolimnion",7,5.720871617,10.33842857,0.246,1.131536669
"Peter Lake",2013,196,2013-07-15,"Metalimnion",-2,NA,5.116428571,0.117,1.007651051
"Peter Lake",2013,196,2013-07-15,"PML",-1,NA,6.120428571,0.128,0.38852855
"Peter Lake",2013,196,2013-07-15,"Hypolimnion",7,7.758878211,5.405428571,0.185,1.193701544
"Paul Lake",2013,197,2013-07-16,"Metalimnion",-2,NA,3.302428571,0.066,0.417989382
"Paul Lake",2013,197,2013-07-16,"PML",-1,NA,7.449428571,0.075,0.287781895
"Paul Lake",2013,197,2013-07-16,"Hypolimnion",7,NA,4.891428571,0.432,2.270543471
"Tuesday Lake",2013,198,2013-07-17,"Metalimnion",-2,NA,9.898428571,0.207,0.891828482
"Tuesday Lake",2013,198,2013-07-17,"PML",-1,NA,12.20242857,0.289,0.876032895
"Tuesday Lake",2013,198,2013-07-17,"Hypolimnion",7,5.859416354,10.35942857,0.261,1.35825003
"Paul Lake",2013,199,2013-07-18,"Hypolimnion",7,9.695387313,NA,NA,NA
"Peter Lake",2013,203,2013-07-22,"Metalimnion",-2,NA,4.484428571,0.059,0.569463465
"Peter Lake",2013,203,2013-07-22,"PML",-1,NA,5.951428571,0.133,0.454362918
"Peter Lake",2013,203,2013-07-22,"Hypolimnion",7,7.756418018,5.170428571,0.165,1.150342441
"Paul Lake",2013,204,2013-07-23,"Metalimnion",-2,NA,3.502428571,0.054,0.3910683
"Paul Lake",2013,204,2013-07-23,"PML",-1,NA,4.149428571,0.075,0.342132277
"Paul Lake",2013,204,2013-07-23,"Hypolimnion",7,6.430102421,3.948428571,0.23,2.345033068
"Tuesday Lake",2013,205,2013-07-24,"Metalimnion",-2,NA,9.979428571,0.199,1.1142117
"Tuesday Lake",2013,205,2013-07-24,"PML",-1,NA,12.91642857,0.319,1.288321237
"Tuesday Lake",2013,205,2013-07-24,"Hypolimnion",7,6.130506619,11.55442857,0.253,1.11782792
"Peter Lake",2013,210,2013-07-29,"Metalimnion",-2,NA,4.431428571,0.064,0.39631843
"Peter Lake",2013,210,2013-07-29,"PML",-1,NA,5.623428571,0.127,0.335151439
"Peter Lake",2013,210,2013-07-29,"Hypolimnion",7,8.393091774,5.606428571,0.236,0.966382165
"Paul Lake",2013,211,2013-07-30,"Metalimnion",-2,NA,3.343428571,0.056,0.414861831
"Paul Lake",2013,211,2013-07-30,"PML",-1,NA,3.965428571,0.07,0.311516747
"Paul Lake",2013,211,2013-07-30,"Hypolimnion",7,10.09725874,4.752428571,0.47,2.324229156
"Tuesday Lake",2013,212,2013-07-31,"Metalimnion",-2,NA,9.490428571,0.19,1.015249036
"Tuesday Lake",2013,212,2013-07-31,"PML",-1,NA,12.62342857,0.315,0.865605141
"Tuesday Lake",2013,212,2013-07-31,"Hypolimnion",7,7.863017258,10.35342857,0.257,3.72847141
"Peter Lake",2013,217,2013-08-05,"Metalimnion",-2,NA,4.378428571,0.064,0.352822746
"Peter Lake",2013,217,2013-08-05,"PML",-1,NA,5.657428571,0.118,0.436244607
"Peter Lake",2013,217,2013-08-05,"Hypolimnion",7,9.097829158,5.717428571,0.21,1.223464198
"Paul Lake",2013,218,2013-08-06,"Metalimnion",-2,NA,3.487428571,0.057,0.699375188
"Paul Lake",2013,218,2013-08-06,"PML",-1,NA,4.062428571,0.07,0.295612069
"Paul Lake",2013,218,2013-08-06,"Hypolimnion",7,9.64602053,4.975428571,0.455,2.456642549
"Tuesday Lake",2013,219,2013-08-07,"Metalimnion",-2,NA,10.48042857,0.229,1.250294889
"Tuesday Lake",2013,219,2013-08-07,"PML",-1,NA,12.31442857,0.29,1.106722299
"Tuesday Lake",2013,219,2013-08-07,"Hypolimnion",7,6.427373016,10.32842857,0.255,1.008419966
"Peter Lake",2013,224,2013-08-12,"Metalimnion",-2,NA,4.390428571,0.062,0.399244987
"Peter Lake",2013,224,2013-08-12,"PML",-1,NA,5.738428571,0.112,0.321225171
"Peter Lake",2013,224,2013-08-12,"Hypolimnion",7,9.039601168,5.897428571,0.211,1.008322841
"Paul Lake",2013,225,2013-08-13,"Metalimnion",-2,NA,3.428428571,0.063,0.512926091
"Paul Lake",2013,225,2013-08-13,"PML",-1,NA,3.869428571,0.05,0.291628438
"Paul Lake",2013,225,2013-08-13,"Hypolimnion",7,9.956653707,4.953428571,0.441,2.705911102
"Tuesday Lake",2013,226,2013-08-14,"Metalimnion",-2,NA,9.533428571,0.189,1.207583622
"Tuesday Lake",2013,226,2013-08-14,"PML",-1,NA,12.15242857,0.284,0.846895481
"Tuesday Lake",2013,226,2013-08-14,"Hypolimnion",7,6.200879777,10.06342857,0.219,1.002839342
"Peter Lake",2013,231,2013-08-19,"Metalimnion",-2,NA,4.606428571,0.063,0.432866999
"Peter Lake",2013,231,2013-08-19,"PML",-1,NA,5.651428571,0.11,0.334766987
"Peter Lake",2013,231,2013-08-19,"Hypolimnion",7,8.598076774,5.664428571,0.224,0.956201269
"Paul Lake",2013,232,2013-08-20,"Metalimnion",-2,NA,3.287428571,0.057,0.268290522
"Paul Lake",2013,232,2013-08-20,"PML",-1,NA,3.880428571,0.063,0.265734585
"Paul Lake",2013,232,2013-08-20,"Hypolimnion",7,10.8267484,5.028428571,0.535,2.295759509
"Tuesday Lake",2013,233,2013-08-21,"Metalimnion",-2,NA,9.474428571,0.186,0.95870694
"Tuesday Lake",2013,233,2013-08-21,"PML",-1,NA,12.34042857,0.273,0.831414207
"Tuesday Lake",2013,233,2013-08-21,"Hypolimnion",7,6.067448915,10.30642857,0.241,0.97007088
"Peter Lake",2013,238,2013-08-26,"Metalimnion",-2,NA,4.261428571,0.058,0.141827401
"Peter Lake",2013,238,2013-08-26,"PML",-1,NA,5.608428571,0.109,0.159647588
"Peter Lake",2013,238,2013-08-26,"Hypolimnion",7,8.515247255,5.466428571,0.215,1.048445465
"Paul Lake",2013,239,2013-08-27,"Metalimnion",-2,NA,3.303428571,0.059,0.246345058
"Paul Lake",2013,239,2013-08-27,"PML",-1,NA,3.858428571,0.06,0.223128705
"Paul Lake",2013,239,2013-08-27,"Hypolimnion",7,11.37890218,5.042428571,0.56,2.329680315
"Tuesday Lake",2013,240,2013-08-28,"Metalimnion",-2,NA,10.23542857,0.218,1.037046115
"Tuesday Lake",2013,240,2013-08-28,"PML",-1,NA,24.15742857,0.249,1.224669477
"Tuesday Lake",2013,240,2013-08-28,"Hypolimnion",7,6.600733557,10.58542857,0.25,0.928196977
"Peter Lake",2014,139,2014-05-19,"Metalimnion",-2,NA,4.828,0.101,NA
"Peter Lake",2014,139,2014-05-19,"PML",-1,NA,32.878,0.09,NA
"Peter Lake",2014,139,2014-05-19,"Hypolimnion",7,8.217095502,6.568,0.241,NA
"Paul Lake",2014,140,2014-05-20,"Metalimnion",-2,NA,3.078,0.59,NA
"Paul Lake",2014,140,2014-05-20,"PML",-1,NA,3.428,0.054,NA
"Paul Lake",2014,140,2014-05-20,"Hypolimnion",7,7.995019114,5.248,0.343,NA
"Tuesday Lake",2014,141,2014-05-21,"Metalimnion",-2,NA,9.248,0.216,NA
"Tuesday Lake",2014,141,2014-05-21,"PML",-1,NA,10.188,0.219,NA
"Tuesday Lake",2014,141,2014-05-21,"Hypolimnion",7,5.51194306,10.598,0.264,NA
"Peter Lake",2014,146,2014-05-26,"Metalimnion",-2,NA,4.828,0.078,NA
"Peter Lake",2014,146,2014-05-26,"PML",-1,NA,4.438,0.083,NA
"Peter Lake",2014,146,2014-05-26,"Hypolimnion",7,7.292224537,5.518,0.183,NA
"Paul Lake",2014,147,2014-05-27,"Metalimnion",-2,NA,4.588,0.08,NA
"Paul Lake",2014,147,2014-05-27,"PML",-1,NA,3.198,0.054,NA
"Paul Lake",2014,147,2014-05-27,"Hypolimnion",7,9.548442242,4.398,0.059,NA
"Tuesday Lake",2014,148,2014-05-28,"Metalimnion",-2,NA,9.208,0.214,NA
"Tuesday Lake",2014,148,2014-05-28,"PML",-1,NA,9.468,0.198,NA
"Tuesday Lake",2014,148,2014-05-28,"Hypolimnion",7,5.189253408,10.538,0.251,NA
"Peter Lake",2014,153,2014-06-02,"Metalimnion",-2,NA,4.338,0.075,NA
"Peter Lake",2014,153,2014-06-02,"PML",-1,NA,4.478,0.077,NA
"Peter Lake",2014,153,2014-06-02,"Hypolimnion",7,8.197151073,5.708,0.225,NA
"Paul Lake",2014,154,2014-06-03,"Metalimnion",-2,NA,3.118,0.064,NA
"Paul Lake",2014,154,2014-06-03,"PML",-1,NA,3.128,0.057,NA
"Paul Lake",2014,154,2014-06-03,"Hypolimnion",7,7.682893943,4.058,0.264,NA
"Tuesday Lake",2014,155,2014-06-04,"Hypolimnion",7,6.733815068,11.138,NA,NA
"Tuesday Lake",2014,156,2014-06-05,"Metalimnion",-2,NA,NA,0.231,NA
"Tuesday Lake",2014,156,2014-06-05,"PML",-1,NA,NA,0.221,NA
"Tuesday Lake",2014,156,2014-06-05,"Hypolimnion",7,NA,NA,0.262,NA
"Peter Lake",2014,160,2014-06-09,"Metalimnion",-2,NA,4.988,0.074,NA
"Peter Lake",2014,160,2014-06-09,"PML",-1,NA,4.588,0.095,NA
"Peter Lake",2014,160,2014-06-09,"Hypolimnion",7,7.759948685,5.698,0.228,NA
"Paul Lake",2014,161,2014-06-10,"Metalimnion",-2,NA,3.438,0.069,NA
"Paul Lake",2014,161,2014-06-10,"PML",-1,NA,3.818,0.069,NA
"Paul Lake",2014,161,2014-06-10,"Hypolimnion",7,8.317448595,4.898,0.282,NA
"Tuesday Lake",2014,162,2014-06-11,"Metalimnion",-2,NA,9.778,0.238,NA
"Tuesday Lake",2014,162,2014-06-11,"PML",-1,NA,11.028,0.211,NA
"Tuesday Lake",2014,162,2014-06-11,"Hypolimnion",7,2.972537078,10.338,0.24,NA
"Peter Lake",2014,167,2014-06-16,"Metalimnion",-2,NA,4.898,0.081,NA
"Peter Lake",2014,167,2014-06-16,"PML",-1,NA,4.218,0.08,NA
"Peter Lake",2014,167,2014-06-16,"Hypolimnion",7,7.563445354,5.668,0.235,NA
"Paul Lake",2014,168,2014-06-17,"Metalimnion",-2,NA,4.668,0.062,NA
"Paul Lake",2014,168,2014-06-17,"PML",-1,NA,4.668,0.052,NA
"Paul Lake",2014,168,2014-06-17,"Hypolimnion",7,8.949540181,5.238,0.289,NA
"Tuesday Lake",2014,169,2014-06-18,"Metalimnion",-2,NA,11.018,0.23,NA
"Tuesday Lake",2014,169,2014-06-18,"PML",-1,NA,10.168,0.21,NA
"Tuesday Lake",2014,169,2014-06-18,"Hypolimnion",7,5.472791256,11.648,0.282,NA
"Peter Lake",2014,174,2014-06-23,"Metalimnion",-2,NA,5.268,0.079,NA
"Peter Lake",2014,174,2014-06-23,"PML",-1,NA,11.068,0.087,NA
"Peter Lake",2014,174,2014-06-23,"Hypolimnion",7,2.050104564,5.988,0.222,NA
"Paul Lake",2014,175,2014-06-24,"Metalimnion",-2,NA,3.258,0.073,NA
"Paul Lake",2014,175,2014-06-24,"PML",-1,NA,3.588,0.052,NA
"Paul Lake",2014,175,2014-06-24,"Hypolimnion",7,9.502819992,4.378,0.308,NA
"Tuesday Lake",2014,176,2014-06-25,"Metalimnion",-2,NA,9.728,0.22,NA
"Tuesday Lake",2014,176,2014-06-25,"PML",-1,NA,14.658,0.219,NA
"Tuesday Lake",2014,176,2014-06-25,"Hypolimnion",7,6.443221746,10.568,0.225,NA
"Peter Lake",2014,181,2014-06-30,"Metalimnion",-2,NA,4.858,0.089,NA
"Peter Lake",2014,181,2014-06-30,"PML",-1,NA,4.738,0.088,NA
